Monday,1,85,21,17,8,15,0,Normal
Friday,5,41,27,12,11,18,0,Normal
Saturday,6,55,41,21,12,17,1,Normal
Wednesday,3,43,46,33,3,30,0,Normal
Wednesday,3,61,19,18,9,7,0,Normal
Monday,1,23,36,30,5,30,0,Normal
Tuesday,2,121,46,14,9,20,0,Normal
Wednesday,3,27,12,16,10,19,0,Normal
Wednesday,3,40,18,37,6,22,0,Normal
Saturday,6,37,26,24,2,26,1,Normal
Friday,5,28,41,7,3,4,0,Normal
Saturday,6,117,3,45,4,16,1,Normal
Wednesday,3,57,33,40,8,10,0,Normal
Thursday,4,33,45,20,8,11,0,Normal
Tuesday,2,98,23,44,6,21,0,Normal
Sunday,7,76,7,20,4,3,1,Normal
Tuesday,2,85,9,40,5,10,0,Normal
Saturday,6,96,22,20,12,31,1,Normal
Sunday,7,91,23,13,3,13,1,Normal
Thursday,4,75,40,6,4,28,0,Normal
Tuesday,2,24,6,19,4,19,0,Normal
Friday,5,82,14,8,11,18,0,Normal
Tuesday,2,129,10,27,10,18,0,Normal
Wednesday,3,72,35,13,1,25,0,Normal
Thursday,4,75,13,16,6,23,0,Normal
Tuesday,2,124,9,34,2,8,0,Normal
Friday,5,101,2,6,8,19,0,Normal
Friday,5,43,47,39,11,25,0,Normal
Thursday,4,100,30,38,1,26,0,Normal
Monday,1,36,9,17,5,16,0,Normal
Saturday,6,65,23,14,5,7,1,Normal
Tuesday,2,67,26,41,1,17,0,Normal
Thursday,4,73,11,8,3,10,0,Normal
Monday,1,125,24,14,6,13,0,Normal
Sunday,7,110,15,26,8,28,1,Normal
Thursday,4,46,38,19,5,26,0,Normal
Saturday,6,75,33,16,3,5,1,Normal
Wednesday,3,37,6,23,7,13,0,Normal
Friday,5,29,36,32,12,23,0,Normal
Monday,1,104,6,37,1,23,0,Normal
Tuesday,2,118,34,33,9,13,0,Normal
Thursday,4,62,21,26,2,10,0,Normal
Friday,5,24,14,15,6,10,0,Normal
Friday,5,55,6,22,9,2,0,Normal
Friday,5,41,27,11,10,7,0,Normal
Monday,1,100,10,21,3,14,0,Normal
Wednesday,3,109,42,8,10,26,0,Normal
Monday,1,61,35,19,9,12,0,Normal
Wednesday,3,90,47,36,4,27,0,Normal
Friday,5,28,37,38,1,20,0,Normal
Saturday,6,67,16,22,4,2,1,Normal
Wednesday,3,117,13,36,11,16,0,Normal
Sunday,7,82,45,25,7,3,1,Normal
Saturday,6,40,35,32,12,10,1,Normal
Sunday,7,17,8,14,1,15,1,Normal
Sunday,7,34,16,36,11,20,1,Normal
Friday,5,107,3,28,1,6,0,Normal
Saturday,6,54,39,42,12,3,1,Normal
Sunday,7,123,44,26,3,20,1,Normal
Wednesday,3,41,22,44,12,21,0,Normal
Friday,5,90,30,8,1,20,0,Normal
Thursday,4,63,7,40,12,8,0,Normal
Wednesday,3,79,39,39,4,13,0,Normal
Friday,5,34,33,24,10,7,0,Normal
Tuesday,2,40,24,30,4,5,0,Normal
Saturday,6,115,42,18,10,29,1,Normal
Saturday,6,24,25,43,10,22,1,Normal
Wednesday,3,24,31,8,12,21,0,Normal
Wednesday,3,62,4,35,3,16,0,Normal
Friday,5,29,4,24,8,19,0,Normal
Thursday,4,34,10,43,6,16,0,Normal
Saturday,6,56,8,19,7,30,1,Normal
Monday,1,76,10,13,8,8,0,Normal
Saturday,6,35,31,27,12,17,1,Normal
Friday,5,27,47,19,11,18,0,Normal
Thursday,4,78,41,30,11,10,0,Normal
Friday,5,104,34,22,3,18,0,Normal
Saturday,6,31,33,44,4,9,1,Normal
Wednesday,3,97,39,17,6,29,0,Normal
Sunday,7,23,40,12,6,19,1,Normal
Wednesday,3,112,46,25,7,20,0,Normal
Monday,1,102,6,39,8,1,0,Normal
Monday,1,53,10,10,9,5,0,Normal
Thursday,4,83,7,7,10,27,0,Normal
Monday,1,113,15,40,11,14,0,Normal
Wednesday,3,65,31,43,5,18,0,Normal
Wednesday,3,45,42,22,12,28,0,Normal
Friday,5,88,2,7,12,16,0,Normal
Sunday,7,46,17,41,1,29,1,Normal
Saturday,6,19,23,20,7,9,1,Normal
Monday,1,74,22,29,7,25,0,Normal
Monday,1,77,27,39,5,16,0,Normal
Tuesday,2,32,29,38,1,24,0,Normal
Wednesday,3,83,35,29,1,18,0,Normal
Monday,1,103,18,33,2,21,0,Normal
Thursday,4,15,24,8,6,30,0,Normal
Thursday,4,56,31,34,7,21,0,Normal
Saturday,6,57,10,37,4,23,1,Normal
Tuesday,2,89,32,41,3,22,0,Normal
Friday,5,45,20,6,6,17,0,Normal
Monday,1,124,3,42,4,18,0,Normal
Sunday,7,77,11,30,3,6,1,Normal
Monday,1,25,19,16,10,24,0,Normal
Monday,1,97,36,19,7,25,0,Normal
Monday,1,66,3,37,5,16,0,Normal
Sunday,7,33,15,25,8,21,1,Normal
Tuesday,2,106,12,29,4,26,0,Normal
Tuesday,2,45,10,15,9,6,0,Normal
Friday,5,101,6,32,10,28,0,Normal
Saturday,6,92,21,39,1,28,1,Normal
Monday,1,63,1,6,4,4,0,Normal
Monday,1,113,24,36,7,4,0,Normal
Sunday,7,69,30,16,8,28,1,Normal
Monday,1,32,28,31,8,1,0,Normal
Monday,1,117,46,35,3,7,0,Normal
Tuesday,2,88,35,36,11,29,0,Normal
Thursday,4,121,16,9,12,1,0,Normal
Monday,1,20,23,19,1,9,0,Normal
Thursday,4,114,29,7,11,24,0,Normal
Monday,1,41,42,9,12,12,0,Normal
Thursday,4,68,46,9,6,23,0,Normal
Sunday,7,31,4,21,5,15,1,Normal
Tuesday,2,76,43,13,4,5,0,Normal
Sunday,7,63,43,16,8,21,1,Normal
Wednesday,3,107,1,8,6,22,0,Normal
Thursday,4,27,28,35,7,21,0,Normal
Sunday,7,104,38,11,7,3,1,Normal
Friday,5,81,20,36,12,30,0,Normal
Sunday,7,122,17,19,11,13,1,Normal
Wednesday,3,67,18,42,5,11,0,Normal
Tuesday,2,82,28,39,8,16,0,Normal
Saturday,6,129,38,44,7,9,1,Normal
Monday,1,90,20,39,4,18,0,Normal
Sunday,7,47,11,41,1,22,1,Normal
Wednesday,3,57,18,26,11,30,0,Normal
Thursday,4,72,1,12,12,22,0,Normal
Wednesday,3,40,26,33,9,7,0,Normal
Sunday,7,80,15,43,10,9,1,Normal
Wednesday,3,126,47,26,2,16,0,Normal
Sunday,7,96,40,32,12,25,1,Normal
Wednesday,3,70,37,45,6,22,0,Normal
Tuesday,2,72,45,19,6,28,0,Normal
Wednesday,3,68,31,10,11,9,0,Normal
Thursday,4,37,14,40,6,2,0,Normal
Friday,5,80,47,13,9,16,0,Normal
Sunday,7,72,6,40,7,24,1,Normal
Tuesday,2,110,32,22,5,10,0,Normal
Sunday,7,80,5,42,8,7,1,Normal
Monday,1,56,16,16,5,2,0,Normal
Thursday,4,61,27,17,4,14,0,Normal
Thursday,4,106,29,11,2,24,0,Normal
Monday,1,17,18,16,10,10,0,Normal
Thursday,4,123,32,45,9,15,0,Normal
Sunday,7,37,7,33,3,13,1,Normal
Saturday,6,108,1,16,5,21,1,Normal
Wednesday,3,102,11,9,8,3,0,Normal
Thursday,4,76,39,39,9,22,0,Normal
Monday,1,33,6,9,1,23,0,Normal
Thursday,4,84,30,31,2,10,0,Normal
Tuesday,2,71,6,25,1,10,0,Normal
Sunday,7,105,39,23,1,15,1,Normal
Monday,1,28,37,45,1,9,0,Normal
Tuesday,2,121,20,20,11,1,0,Normal
Tuesday,2,125,6,6,10,18,0,Normal
Sunday,7,40,10,40,9,4,1,Normal
Thursday,4,20,43,42,8,11,0,Normal
Monday,1,77,33,37,8,15,0,Normal
Friday,5,101,16,45,7,29,0,Normal
Thursday,4,126,21,32,1,26,0,Normal
Sunday,7,37,41,14,6,26,1,Normal
Friday,5,43,0,9,5,6,0,Normal
Saturday,6,91,0,25,3,19,1,Normal
Sunday,7,81,9,31,8,7,1,Normal
Friday,5,66,44,8,3,25,0,Normal
Tuesday,2,30,47,23,11,1,0,Normal
Sunday,7,17,5,29,7,17,1,Normal
Tuesday,2,30,19,12,1,17,0,Normal
Thursday,4,103,30,34,12,1,0,Normal
Thursday,4,117,35,12,9,15,0,Normal
Saturday,6,80,10,40,8,20,1,Normal
Thursday,4,40,38,20,6,9,0,Normal
Sunday,7,34,43,17,1,1,1,Normal
Tuesday,2,34,22,40,6,21,0,Normal
Wednesday,3,71,20,26,6,22,0,Normal
Wednesday,3,76,34,21,12,28,0,Normal
Monday,1,122,22,34,5,2,0,Normal
Wednesday,3,64,15,13,11,2,0,Normal
Saturday,6,93,36,7,8,27,1,Normal
Friday,5,43,26,15,8,26,0,Normal
Friday,5,54,7,41,7,22,0,Normal
Tuesday,2,53,12,20,5,31,0,Normal
Sunday,7,124,13,9,11,13,1,Normal
Thursday,4,42,24,24,1,26,0,Normal
Friday,5,33,8,36,3,4,0,Normal
Wednesday,3,77,33,32,9,21,0,Normal
Sunday,7,19,13,26,8,7,1,Normal
Saturday,6,127,4,15,4,16,1,Normal
Tuesday,2,37,26,25,11,22,0,Normal
Thursday,4,43,24,11,12,22,0,Normal
Saturday,6,22,13,25,8,6,1,Normal
Wednesday,3,33,44,7,9,21,0,Normal
Wednesday,3,92,37,36,10,5,0,Normal
Wednesday,3,107,28,10,5,18,0,Normal
Sunday,7,104,18,44,3,20,1,Normal
Friday,5,35,1,45,11,4,0,Normal
Wednesday,3,105,42,12,2,9,0,Normal
Friday,5,126,46,20,7,15,0,Normal
Friday,5,91,41,39,3,11,0,Normal
Wednesday,3,95,29,7,11,16,0,Normal
Tuesday,2,28,42,45,7,5,0,Normal
Thursday,4,97,11,44,12,22,0,Normal
Monday,1,44,25,6,2,14,0,Normal
Friday,5,126,17,29,3,4,0,Normal
Sunday,7,66,33,44,4,24,1,Normal
Thursday,4,43,43,17,8,25,0,Normal
Friday,5,118,39,29,4,1,0,Normal
Tuesday,2,29,34,22,1,24,0,Normal
Wednesday,3,90,44,42,11,9,0,Normal
Friday,5,25,14,40,1,27,0,Normal
Tuesday,2,51,2,22,9,6,0,Normal
Wednesday,3,95,28,37,5,25,0,Normal
Friday,5,53,46,40,3,11,0,Normal
Thursday,4,76,26,41,2,10,0,Normal
Friday,5,42,20,45,9,9,0,Normal
Sunday,7,40,34,34,7,24,1,Normal
Saturday,6,81,12,30,6,4,1,Normal
Sunday,7,82,36,38,6,5,1,Normal
Wednesday,3,41,22,34,2,16,0,Normal
Saturday,6,87,24,28,4,2,1,Normal
Tuesday,2,69,1,6,11,29,0,Normal
Monday,1,15,18,8,3,7,0,Normal
Monday,1,116,47,18,10,17,0,Normal
Monday,1,71,4,13,12,26,0,Normal
Friday,5,90,28,20,7,8,0,Normal
Thursday,4,120,11,24,8,4,0,Normal
Thursday,4,97,27,23,6,23,0,Normal
Sunday,7,89,9,7,12,18,1,Normal
Friday,5,17,22,18,5,13,0,Normal
Thursday,4,21,26,16,6,9,0,Normal
Thursday,4,92,34,18,8,18,0,Normal
Friday,5,25,21,9,8,26,0,Normal
Wednesday,3,45,35,33,8,10,0,Normal
Wednesday,3,76,38,40,3,16,0,Normal
Friday,5,107,37,38,12,9,0,Normal
Wednesday,3,75,13,45,8,24,0,Normal
Saturday,6,119,33,31,2,12,1,Normal
Wednesday,3,80,17,38,1,11,0,Normal
Wednesday,3,17,1,27,12,28,0,Normal
Monday,1,68,47,44,5,2,0,Normal
Saturday,6,33,19,12,10,15,1,Normal
Tuesday,2,120,17,13,9,27,0,Normal
Tuesday,2,53,36,31,2,15,0,Normal
Sunday,7,18,8,25,8,14,1,Normal
Tuesday,2,53,40,11,2,8,0,Normal
Tuesday,2,31,31,40,12,20,0,Normal
Wednesday,3,27,35,25,2,16,0,Normal
Tuesday,2,92,47,26,10,25,0,Normal
Monday,1,63,28,12,12,5,0,Normal
Monday,1,68,32,33,7,11,0,Normal
Tuesday,2,95,19,10,9,27,0,Normal
Sunday,7,105,39,28,9,4,1,Normal
Tuesday,2,107,0,38,8,2,0,Normal
Wednesday,3,98,19,29,8,24,0,Normal
Saturday,6,76,45,22,3,26,1,Normal
Tuesday,2,25,12,11,11,22,0,Normal
Wednesday,3,57,3,24,6,15,0,Normal
Friday,5,75,0,9,9,2,0,Normal
Sunday,7,73,31,13,11,27,1,Normal
Monday,1,99,38,7,1,9,0,Normal
Tuesday,2,57,23,15,8,2,0,Normal
Wednesday,3,64,29,21,6,22,0,Normal
Saturday,6,15,5,12,3,5,1,Normal
Wednesday,3,18,38,26,2,23,0,Normal
Sunday,7,74,2,31,4,10,1,Normal
Saturday,6,49,26,10,2,19,1,Normal
Saturday,6,22,0,15,6,4,1,Normal
Tuesday,2,46,43,24,4,26,0,Normal
Thursday,4,17,28,28,10,20,0,Normal
Saturday,6,86,28,31,10,29,1,Normal
Friday,5,22,28,15,11,4,0,Normal
Sunday,7,105,38,23,5,1,1,Normal
Friday,5,35,9,26,11,25,0,Normal
Saturday,6,126,13,16,12,17,1,Normal
Friday,5,78,30,29,12,2,0,Normal
Saturday,6,40,18,36,7,16,1,Normal
Saturday,6,76,40,36,4,30,1,Normal
Saturday,6,61,16,13,7,23,1,Normal
Saturday,6,126,24,21,1,14,1,Normal
Thursday,4,125,28,14,7,28,0,Normal
Saturday,6,100,0,19,6,18,1,Normal
Wednesday,3,111,43,32,3,16,0,Normal
Monday,1,103,2,39,5,23,0,Normal
Wednesday,3,87,20,45,8,24,0,Normal
Wednesday,3,106,45,18,8,31,0,Normal
Tuesday,2,95,30,36,10,25,0,Normal
Tuesday,2,39,23,24,9,27,0,Normal
Saturday,6,30,13,34,1,14,1,Normal
Friday,5,38,34,9,2,25,0,Normal
Wednesday,3,94,45,7,4,27,0,Normal
Thursday,4,112,8,45,12,29,0,Normal
Wednesday,3,86,37,24,10,26,0,Normal
Thursday,4,49,0,26,8,18,0,Normal
Thursday,4,26,41,32,7,28,0,Normal
Sunday,7,49,23,17,12,25,1,Normal
Tuesday,2,104,28,44,4,12,0,Normal
Sunday,7,24,16,38,5,1,1,Normal
Wednesday,3,36,27,45,6,1,0,Normal
Monday,1,127,47,36,12,26,0,Normal
Friday,5,81,12,17,8,26,0,Normal
Tuesday,2,80,11,38,12,27,0,Normal
Sunday,7,104,34,18,6,5,1,Normal
Monday,1,99,20,10,3,14,0,Normal
Saturday,6,81,27,42,7,23,1,Normal
Tuesday,2,23,2,18,1,10,0,Normal
Saturday,6,114,17,22,11,26,1,Normal
Sunday,7,87,4,44,2,27,1,Normal
Thursday,4,95,38,12,4,21,0,Normal
Thursday,4,26,5,38,4,28,0,Normal
Thursday,4,67,32,8,10,27,0,Normal
Wednesday,3,104,21,9,7,27,0,Normal
Monday,1,51,26,10,10,24,0,Normal
Monday,1,95,44,31,8,15,0,Normal
Friday,5,83,20,45,9,2,0,Normal
Friday,5,128,1,6,1,20,0,Normal
Wednesday,3,113,39,14,8,10,0,Normal
Friday,5,108,2,17,10,21,0,Normal
Monday,1,86,9,20,4,4,0,Normal
Monday,1,116,45,31,12,5,0,Normal
Monday,1,64,21,36,8,1,0,Normal
Wednesday,3,126,14,9,4,13,0,Normal
Friday,5,101,42,10,12,30,0,Normal
Thursday,4,53,43,27,6,9,0,Normal
Tuesday,2,51,46,17,11,15,0,Normal
Friday,5,46,43,31,7,1,0,Normal
Friday,5,25,46,13,3,4,0,Normal
Tuesday,2,123,36,25,5,10,0,Normal
Thursday,4,62,10,16,9,1,0,Normal
Wednesday,3,34,8,9,5,11,0,Normal
Sunday,7,102,24,27,2,27,1,Normal
Sunday,7,114,33,45,9,25,1,Normal
Tuesday,2,121,44,26,8,2,0,Normal
Saturday,6,50,16,31,5,7,1,Normal
Wednesday,3,81,32,22,4,6,0,Normal
Monday,1,31,25,14,3,14,0,Normal
Friday,5,37,17,45,5,27,0,Normal
Wednesday,3,75,34,12,3,2,0,Normal
Wednesday,3,34,41,11,9,21,0,Normal
Tuesday,2,103,24,42,7,5,0,Normal
Sunday,7,124,6,36,5,1,1,Normal
Tuesday,2,70,4,6,9,13,0,Normal
Monday,1,80,40,23,12,5,0,Normal
Tuesday,2,28,19,17,3,22,0,Normal
Sunday,7,48,8,7,4,24,1,Normal
Friday,5,111,13,8,5,6,0,Normal
Saturday,6,60,36,15,3,5,1,Normal
Friday,5,122,14,7,7,8,0,Normal
Wednesday,3,62,39,32,7,20,0,Normal
Thursday,4,40,5,19,9,1,0,Normal
Monday,1,64,19,29,8,15,0,Normal
Thursday,4,37,13,34,9,15,0,Normal
Sunday,7,122,31,21,11,6,1,Normal
Sunday,7,121,35,36,5,8,1,Normal
Tuesday,2,80,47,37,6,14,0,Normal
Friday,5,44,4,31,6,10,0,Normal
Saturday,6,68,31,10,8,13,1,Normal
Monday,1,70,14,19,3,21,0,Normal
Friday,5,117,14,13,6,10,0,Normal
Monday,1,129,19,38,3,28,0,Normal
Tuesday,2,63,33,7,11,15,0,Normal
Thursday,4,19,39,35,4,28,0,Normal
Saturday,6,113,24,33,8,6,1,Normal
Tuesday,2,111,1,18,7,12,0,Normal
Friday,5,75,36,9,3,18,0,Normal
Monday,1,113,9,37,1,30,0,Normal
Thursday,4,69,5,23,1,26,0,Normal
Tuesday,2,113,40,45,4,5,0,Normal
Thursday,4,87,47,45,3,10,0,Normal
Friday,5,45,21,16,1,20,0,Normal
Tuesday,2,90,20,11,2,8,0,Normal
Thursday,4,119,7,34,9,15,0,Normal
Sunday,7,95,29,15,11,27,1,Normal
Sunday,7,76,33,13,8,14,1,Normal
Tuesday,2,92,27,35,12,20,0,Normal
Sunday,7,124,28,38,10,23,1,Normal
Saturday,6,103,2,12,7,16,1,Normal
Tuesday,2,24,22,34,3,1,0,Normal
Tuesday,2,24,22,44,10,4,0,Normal
Tuesday,2,127,17,15,1,17,0,Normal
Wednesday,3,36,46,25,8,3,0,Normal
Sunday,7,86,11,27,11,6,1,Normal
Sunday,7,85,4,42,10,2,1,Normal
Monday,1,68,27,34,11,21,0,Move On
Saturday,6,53,4,29,4,9,1,Move On
Tuesday,2,125,18,24,8,9,0,Move On
Monday,1,83,21,29,10,31,0,Move On
Wednesday,3,78,20,30,6,29,0,Move On
Saturday,6,81,33,17,12,17,1,Move On
Sunday,7,82,31,22,10,2,1,Move On
Sunday,7,68,22,11,11,13,1,Move On
Wednesday,3,89,34,40,8,3,0,Move On
Friday,5,127,6,25,2,25,0,Move On
Tuesday,2,19,11,36,1,10,0,Move On
Friday,5,86,19,34,6,10,0,Move On
Saturday,6,85,10,20,6,18,1,Move On
Saturday,6,58,32,9,8,27,1,Move On
Saturday,6,47,8,27,12,31,1,Move On
Friday,5,76,29,14,3,18,0,Move On
Tuesday,2,80,40,32,11,1,0,Move On
Thursday,4,69,17,12,11,24,0,Move On
Thursday,4,79,11,42,7,28,0,Move On
Tuesday,2,48,26,27,9,20,0,Move On
Friday,5,67,25,38,11,11,0,Move On
Tuesday,2,80,44,40,2,1,0,Move On
Monday,1,96,38,32,1,9,0,Move On
Monday,1,61,43,16,6,20,0,Move On
Sunday,7,63,30,30,11,20,1,Move On
Wednesday,3,65,21,8,8,3,0,Move On
Thursday,4,114,14,27,5,12,0,Move On
Sunday,7,119,23,11,6,12,1,Move On
Monday,1,24,28,45,6,13,0,Move On
Wednesday,3,121,33,31,11,2,0,Move On
Monday,1,121,12,39,10,31,0,Move On
Friday,5,68,13,24,5,20,0,Move On
Tuesday,2,92,7,24,6,21,0,Move On
Friday,5,119,23,43,12,16,0,Move On
Friday,5,42,14,6,2,11,0,Move On
Sunday,7,96,3,31,3,13,1,Move On
Tuesday,2,126,34,12,7,5,0,Move On
Saturday,6,120,3,44,12,31,1,Move On
Saturday,6,97,10,42,1,14,1,Move On
Friday,5,116,27,37,1,13,0,Move On
Friday,5,73,42,42,4,22,0,Move On
Friday,5,31,12,21,2,18,0,Move On
Thursday,4,48,22,9,5,26,0,Move On
Sunday,7,15,22,37,11,27,1,Move On
Saturday,6,40,41,30,7,30,1,Move On
Monday,1,122,14,16,8,15,0,Move On
Saturday,6,115,5,27,8,20,1,Move On
Monday,1,114,44,16,6,20,0,Move On
Sunday,7,16,5,40,8,28,1,Move On
Friday,5,48,36,14,7,15,0,Move On
Tuesday,2,47,12,11,5,17,0,Move On
Thursday,4,113,7,45,9,22,0,Move On
Sunday,7,112,3,24,11,20,1,Move On
Sunday,7,20,18,7,7,31,1,Move On
Wednesday,3,55,18,44,6,29,0,Move On
Thursday,4,69,28,11,3,17,0,Move On
Thursday,4,116,14,17,12,15,0,Move On
Wednesday,3,128,11,6,2,16,0,Move On
Monday,1,39,45,34,9,5,0,Move On
Wednesday,3,108,10,30,7,6,0,Move On
Thursday,4,32,28,20,12,8,0,Move On
Monday,1,15,47,16,1,23,0,Move On
Monday,1,16,27,30,11,21,0,Move On
Wednesday,3,58,44,38,5,25,0,Move On
Thursday,4,21,19,39,11,3,0,Move On
Thursday,4,57,33,41,11,17,0,Move On
Monday,1,101,9,11,8,15,0,Move On
Wednesday,3,27,3,13,11,23,0,Move On
Tuesday,2,51,2,24,3,8,0,Move On
Sunday,7,37,31,24,5,8,1,Move On
Thursday,4,38,13,25,7,14,0,Move On
Sunday,7,65,12,37,9,11,1,Move On
Thursday,4,60,10,43,9,22,0,Move On
Friday,5,83,21,12,6,17,0,Move On
Tuesday,2,88,5,18,10,4,0,Move On
Thursday,4,30,1,8,6,2,0,Move On
Monday,1,59,39,30,11,14,0,Move On
Friday,5,84,7,18,4,15,0,Move On
Friday,5,106,31,37,10,21,0,Move On
Saturday,6,73,1,44,2,19,1,Move On
Sunday,7,24,4,26,12,25,1,Move On
Sunday,7,17,28,35,12,18,1,Move On
Tuesday,2,65,20,23,2,22,0,Move On
Thursday,4,26,29,26,3,24,0,Move On
Saturday,6,81,43,22,5,7,1,Move On
Tuesday,2,41,19,33,5,10,0,Move On
Tuesday,2,75,25,38,10,4,0,Move On
Friday,5,33,28,41,4,22,0,Move On
Sunday,7,97,27,38,9,4,1,Move On
Tuesday,2,51,29,7,12,20,0,Move On
Tuesday,2,91,40,20,12,13,0,Move On
Saturday,6,32,26,42,8,6,1,Move On
Tuesday,2,113,9,27,2,1,0,Move On
Monday,1,60,11,30,4,11,0,Move On
Tuesday,2,107,17,39,11,29,0,Move On
Thursday,4,80,4,24,9,8,0,Move On
Friday,5,86,26,43,1,13,0,Move On
Saturday,6,53,25,8,11,26,1,Move On
Saturday,6,116,25,20,12,31,1,Move On
Tuesday,2,67,4,12,5,10,0,Move On
Thursday,4,114,4,22,10,27,0,Move On
Sunday,7,86,3,15,11,27,1,Move On
Monday,1,99,19,8,10,3,0,Move On
Saturday,6,20,18,14,3,26,1,Move On
Thursday,4,67,31,30,9,1,0,Move On
Monday,1,102,19,17,6,27,0,Move On
Tuesday,2,71,4,25,6,14,0,Move On
Wednesday,3,79,38,17,2,23,0,Move On
Sunday,7,113,22,34,11,20,1,Move On
Friday,5,70,36,16,6,3,0,Move On
Thursday,4,28,35,39,2,3,0,Move On
Wednesday,3,101,47,11,1,18,0,Move On
Saturday,6,124,11,40,4,23,1,Move On
Monday,1,99,2,32,6,27,0,Move On
Thursday,4,27,29,17,3,17,0,Move On
Tuesday,2,19,30,30,11,22,0,Move On
Friday,5,47,44,8,12,9,0,Move On
Thursday,4,108,38,20,1,26,0,Move On
Monday,1,92,45,7,10,3,0,Move On
Monday,1,130,22,13,6,6,0,Move On
Tuesday,2,124,43,13,7,26,0,Move On
Monday,1,125,22,30,9,26,0,Move On
Thursday,4,89,0,16,3,3,0,Move On
Sunday,7,101,43,38,3,20,1,Move On
Wednesday,3,91,1,27,3,9,0,Move On
Tuesday,2,122,26,16,9,6,0,Move On
Friday,5,101,26,33,6,3,0,Move On
Friday,5,110,39,43,6,10,0,Move On
Tuesday,2,30,14,38,3,1,0,Move On
Tuesday,2,90,3,24,4,19,0,Move On
Thursday,4,76,4,27,8,18,0,Move On
Sunday,7,29,22,22,12,25,1,Move On
Sunday,7,122,31,26,3,20,1,Move On
Saturday,6,29,10,31,4,23,1,Move On
Sunday,7,56,30,20,8,7,1,Move On
Wednesday,3,103,46,29,3,9,0,Move On
Tuesday,2,73,1,41,4,5,0,Move On
Thursday,4,113,37,28,10,13,0,Move On
Wednesday,3,23,7,17,1,18,0,Move On
Tuesday,2,100,42,19,4,26,0,Move On
Tuesday,2,115,31,40,3,1,0,Move On
Monday,1,125,23,28,8,22,0,Move On
Tuesday,2,95,31,33,7,26,0,Move On
Wednesday,3,20,47,32,2,9,0,Move On
Tuesday,2,79,31,14,9,27,0,Move On
Tuesday,2,115,18,33,9,20,0,Move On
Saturday,6,111,32,45,8,20,1,Move On
Saturday,6,85,42,31,10,8,1,Move On
Thursday,4,80,9,21,5,5,0,Move On
Monday,1,80,2,17,9,12,0,Move On
Saturday,6,51,3,23,3,12,1,Move On
Friday,5,122,37,16,4,22,0,Move On
Saturday,6,70,19,14,1,7,1,Move On
Friday,5,93,37,35,9,23,0,Move On
Wednesday,3,109,7,32,12,14,0,Move On
Monday,1,21,24,34,2,14,0,Move On
Thursday,4,47,9,19,10,6,0,Move On
Monday,1,16,43,15,8,8,0,Move On
Friday,5,86,39,28,4,1,0,Move On
Saturday,6,59,32,17,12,10,1,Move On
Sunday,7,104,43,14,9,4,1,Move On
Wednesday,3,30,8,44,2,23,0,Move On
Thursday,4,54,44,7,2,3,0,Move On
Thursday,4,117,10,36,3,3,0,Move On
Friday,5,19,44,32,11,25,0,Move On
Wednesday,3,37,1,13,7,27,0,Move On
Saturday,6,52,31,14,9,3,1,Move On
Tuesday,2,61,18,38,9,27,0,Move On
Friday,5,95,16,29,11,4,0,Move On
Wednesday,3,99,25,20,6,29,0,Move On
Tuesday,2,119,11,20,4,26,0,Move On
Wednesday,3,97,11,23,12,14,0,Move On
Monday,1,65,43,22,12,19,0,Move On
Monday,1,38,24,20,3,7,0,Move On
Friday,5,37,28,23,12,23,0,Move On
Monday,1,111,1,43,5,16,0,Move On
Tuesday,2,89,14,25,12,20,0,Move On
Tuesday,2,112,36,14,6,7,0,Move On
Friday,5,28,46,42,2,11,0,Move On
Monday,1,99,12,8,7,25,0,Move On
Sunday,7,47,18,36,5,1,1,Move On
Sunday,7,82,25,9,10,23,1,Move On
Wednesday,3,33,43,13,5,25,0,Move On
Sunday,7,47,40,27,2,20,1,Move On
Monday,1,29,6,42,12,26,0,Move On
Saturday,6,28,37,42,9,17,1,Move On
Sunday,7,70,39,35,8,21,1,Move On
Thursday,4,61,20,22,6,16,0,Move On
Monday,1,102,40,35,10,3,0,Move On
Sunday,7,22,30,16,8,7,1,Move On
Monday,1,22,8,24,1,9,0,Move On
Thursday,4,118,20,26,8,25,0,Move On
Wednesday,3,130,21,6,3,2,0,Move On
Friday,5,44,38,27,5,27,0,Move On
Tuesday,2,34,16,9,10,25,0,Move On
Sunday,7,119,31,13,1,15,1,Move On
Friday,5,59,20,40,9,30,0,Move On
Wednesday,3,22,9,32,3,9,0,Move On
Sunday,7,46,5,14,12,25,1,Move On
Sunday,7,109,43,41,11,6,1,Move On
Wednesday,3,19,38,17,12,28,0,Move On
Tuesday,2,77,25,22,3,29,0,Move On
Friday,5,35,45,36,10,14,0,Move On
Monday,1,64,10,9,7,11,0,Move On
Tuesday,2,62,40,37,12,13,0,Move On
Monday,1,120,26,29,8,8,0,Move On
Wednesday,3,120,9,26,7,27,0,Move On
Sunday,7,111,43,19,11,27,1,Move On
Wednesday,3,119,14,32,2,2,0,Move On
Tuesday,2,90,1,16,8,16,0,Move On
Friday,5,28,4,16,4,22,0,Move On
Saturday,6,126,30,34,4,9,1,Move On
Saturday,6,58,42,40,10,15,1,Move On
Monday,1,103,47,9,3,21,0,Move On
Saturday,6,60,8,14,2,26,1,Move On
Friday,5,93,2,40,5,27,0,Move On
Thursday,4,106,2,33,2,17,0,Move On
